sample_id,expected_label,expected_outcome,risk_family,static_prediction,full_prediction,static_correct,full_correct,coverage_state,risk_chain_status,security_resolution_status,transition_reason
BV3-0723,benign,review_coverage,LLM-mediated disclosure,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0724,benign,trusted_allowed,Untrusted download and execute,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0725,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0726,benign,trusted_allowed,Credential access and exfiltration,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0727,benign,review_coverage,Private data collection and upload,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0728,benign,review_coverage,LLM-mediated disclosure,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0729,benign,trusted_allowed,Untrusted download and execute,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0730,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0731,benign,trusted_allowed,Credential access and exfiltration,malicious,malicious,False,False,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0732,benign,review_coverage,Private data collection and upload,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0733,benign,review_coverage,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0734,benign,trusted_allowed,Untrusted download and execute,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0735,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0736,benign,review_coverage,Credential access and exfiltration,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0737,benign,review_coverage,Private data collection and upload,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0738,benign,review_coverage,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0739,benign,review_coverage,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0740,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0741,benign,review_coverage,Credential access and exfiltration,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0742,benign,review_coverage,Private data collection and upload,benign,benign,True,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0743,benign,review_coverage,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0744,benign,review_coverage,Untrusted download and execute,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0745,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,complete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0746,benign,review_coverage,Credential access and exfiltration,benign,benign,True,True,path_not_triggered,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0747,benign,review_coverage,Untrusted download and execute,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0748,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0749,benign,review_coverage,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0750,benign,review_coverage,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0751,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0752,benign,review_coverage,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0753,benign,review_coverage,Untrusted download and execute,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0754,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0755,benign,review_coverage,Credential access and exfiltration,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0756,benign,review_coverage,Untrusted download and execute,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0757,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0758,benign,review_coverage,Credential access and exfiltration,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0759,benign,review_coverage,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0760,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,environment_missing,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0761,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0762,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0763,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0764,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0765,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0766,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0767,benign,trusted_allowed,Multi-stage compositional behavior,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0768,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0769,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0770,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0771,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0772,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0773,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0774,benign,trusted_allowed,Multi-stage compositional behavior,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0775,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0776,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0777,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0778,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0779,benign,trusted_allowed,Multi-stage compositional behavior,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0780,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0781,benign,trusted_allowed,Multi-stage compositional behavior,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0782,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0783,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0784,benign,trusted_allowed,Multi-stage compositional behavior,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0785,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0786,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0787,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,path_not_triggered,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0788,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0789,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0790,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0791,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0792,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0793,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0794,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0795,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0796,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0797,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,path_not_triggered,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0798,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0799,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0800,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
