sample_id,expected_label,expected_outcome,risk_family,static_prediction,full_prediction,static_correct,full_correct,coverage_state,risk_chain_status,security_resolution_status,transition_reason
PB-719,benign,review_coverage,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-720,benign,review_coverage,Untrusted download and execute,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-721,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,complete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-722,benign,review_coverage,Credential access and exfiltration,benign,benign,True,True,path_not_triggered,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-723,benign,review_coverage,Untrusted download and execute,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-724,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-725,benign,review_coverage,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-726,benign,review_coverage,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-727,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-728,benign,review_coverage,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-729,benign,review_coverage,Untrusted download and execute,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-730,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-731,benign,review_coverage,Credential access and exfiltration,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-732,benign,review_coverage,Untrusted download and execute,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-733,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-734,benign,review_coverage,Credential access and exfiltration,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-735,benign,review_coverage,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-736,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,environment_missing,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-737,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-738,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-739,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-740,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-741,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-742,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-743,benign,trusted_allowed,Multi-stage compositional behavior,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-744,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-745,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-746,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-747,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-748,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-749,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-750,benign,trusted_allowed,Multi-stage compositional behavior,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-751,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-752,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-753,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-754,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-755,benign,trusted_allowed,Multi-stage compositional behavior,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-756,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-757,benign,trusted_allowed,Multi-stage compositional behavior,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-758,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-759,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-760,benign,trusted_allowed,Multi-stage compositional behavior,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-761,benign,trusted_allowed,Multi-stage compositional behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-762,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-763,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,path_not_triggered,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-764,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-765,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-766,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-767,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-768,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-769,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-770,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-771,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-772,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-773,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,path_not_triggered,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-774,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-775,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-776,benign,review_coverage,Multi-stage compositional behavior,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
